smiles,solvent,log_lifetime,source
F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,0.363,deep4chem
F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,0.436,deep4chem
F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,0.315,deep4chem
O=C1c2ccccc2-c2ccccc21,c1ccccc1,2.8,deep4chem
Nc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,0.8,deep4chem
Nc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,1.4,deep4chem
Nc1cccc2c1C(=O)c1ccccc1-2,CC#N,2.3,deep4chem
Nc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,4.0,deep4chem
Nc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,0.84,deep4chem
Nc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,11.0,deep4chem
Nc1ccc2c(c1)-c1ccccc1C2=O,CC#N,5.9,deep4chem
Nc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,3.2,deep4chem
Nc1cccc2c1-c1ccccc1C2=O,c1ccccc1,9.3,deep4chem
Nc1cccc2c1-c1ccccc1C2=O,CC#N,4.2,deep4chem
CNc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,1.6,deep4chem
CNc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,2.8,deep4chem
CNc1cccc2c1C(=O)c1ccccc1-2,CC#N,4.2,deep4chem
CNc1cccc2c1C(=O)c1ccccc1-2,CCO,2.8,deep4chem
CNc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,3.1,deep4chem
CNc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,0.63,deep4chem
CNc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,9.4,deep4chem
CNc1ccc2c(c1)-c1ccccc1C2=O,CC#N,4.3,deep4chem
CNc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,8.8,deep4chem
CNc1cccc2c1-c1ccccc1C2=O,c1ccccc1,8.4,deep4chem
CNc1cccc2c1-c1ccccc1C2=O,CC#N,2.2,deep4chem
CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,3.3,deep4chem
CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,0.79,deep4chem
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,6.1,deep4chem
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,11.0,deep4chem
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,CC#N,4.8,deep4chem
CN(C)c1cccc2c1-c1ccccc1C2=O,C1CCCCC1,8.0,deep4chem
CN(C)c1cccc2c1-c1ccccc1C2=O,c1ccccc1,10.0,deep4chem
CN(C)c1cccc2c1-c1ccccc1C2=O,CC#N,4.2,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,3.3,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCC(C)C,3.38,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCC(C)CC,3.39,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,3.56,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1CCCCC1,3.55,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCC2CCCCC2C1,3.67,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,4.83,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCO,5.23,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCO,5.24,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O,5.14,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,5.08,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,5.04,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,5.23,deep4chem
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,4.84,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C1CCOC1,1.86,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,C1CCOC1,1.03,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,C1CCOC1,1.62,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,C1CCOC1,1.35,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(S(C)(=O)=O)n3)ccc21,C1CCOC1,2.31,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(C#N)n3)ccc21,C1CCOC1,2.57,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccccc4)n3)ccc21,C1CCOC1,1.77,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccc(OC)cc4)n3)ccc21,C1CCOC1,1.63,deep4chem
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccc(C#N)cc4)n3)ccc21,C1CCOC1,5.14,deep4chem
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C1CCOC1,2.32,deep4chem
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,C1CCOC1,1.82,deep4chem
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,C1CCOC1,2.04,deep4chem
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,C1CCOC1,2.9,deep4chem
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(S(C)(=O)=O)n3)ccc21,C1CCOC1,4.22,deep4chem
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(C#N)n3)ccc21,C1CCOC1,4.26,deep4chem
C1C[C@H]2CC[C@@H]1N=N2,CC#N,434.0,deep4chem
c1ccc([C@]23CC[C@H](CC2)N=N3)cc1,CC#N,2.5,deep4chem
C=C[C@]12CC[C@H](CC1)N=N2,CC#N,0.56,deep4chem
COC(=O)[C@@]12N=N[C@@H](C3C[C@H]31)[C@@H]1C[C@@H]12,CC#N,9.2,deep4chem
COC(=O)[C@@]12N=N[C@@](C(=O)OC)(C3C4CCC(C4)C31)[C@@H]1CC12,CC#N,139.0,deep4chem
COC(=O)C12N=N[C@](C(=O)OC)(C3C4CCC(C4)C31)C1[C@@H]3CC[C@@H](C3)[C@H]12,CC#N,273.0,deep4chem
O=CC12N=N[C@](C=O)(C3C4CCC(C4)C31)C1[C@@H]3CC[C@@H](C3)[C@H]12,CC#N,111.0,deep4chem
C=CC12N=N[C@](C=C)(C3C4CCC(C4)C31)C1[C@@H]3CC[C@@H](C3)[C@H]12,CC#N,268.0,deep4chem
CCC12N=N[C@](CC)(C3C4CCC(C4)C31)C1[C@@H]3CC[C@@H](C3)[C@H]12,CC#N,263.0,deep4chem
COC(=O)[C@]12N=N[C@](C(=O)OC)([C@H]3C1C3(C)C)[C@@H]1[C@H]2C1(C)C,CC#N,101.0,deep4chem
COC(=O)[C@]12N=N[C@](C(=O)OC)([C@@H]3CC31C)[C@@]1(C)C[C@H]12,CC#N,9.5,deep4chem
COC(=O)C12N=N[C@](C(=O)OC)(C3C4CCC(C4)C31)[C@@]1(C)C[C@@H]21,CC#N,116.0,deep4chem
COC(=O)[C@]12N=N[C@](C(=O)OC)(C3C4C5C4C5C31)C1C3C4C3C4C12,CC#N,166.0,deep4chem
COC(=O)C12N=N[C@](C(=O)OC)(C3C4C=CC(C4)C31)[C@@H]1C[C@H]12,CC#N,131.0,deep4chem
C1=CC2CC1C1C2[C@@]2(c3ccccc3)N=NC1(c1ccccc1)[C@@H]1C[C@H]12,CC#N,216.0,deep4chem
CC1[C@@H]2[C@@H]1[C@]1(c3ccccc3)N=NC2(c2ccccc2)C2C3C=CC(C3)C21,CC#N,166.0,deep4chem
CC1(C)[C@@H]2[C@@H]1[C@]1(c3ccccc3)N=NC2(c2ccccc2)C2C3C=CC(C3)C21,CC#N,402.0,deep4chem
C[Si](C)(C)C#CC(C#C[Si](C)(C)C)=Cc1ccc(C=C(C#C[Si](C)(C)C)C#C[Si](C)(C)C)cc1,ClC(Cl)Cl,0.6,deep4chem
C[Si](C)(C)C#CC(C#C[Si](C)(C)C)=Cc1ccc(C=C(C#C[Si](C)(C)C)C#C[Si](C)(C)C)s1,ClC(Cl)Cl,0.3,deep4chem
C(#Cc1cccs1)C(C#Cc1cccs1)=Cc1ccc(C=C(C#Cc2cccs2)C#Cc2cccs2)cc1,ClC(Cl)Cl,1.6,deep4chem
C(#Cc1cccs1)C(C#Cc1cccs1)=Cc1ccc(C=C(C#Cc2cccs2)C#Cc2cccs2)s1,ClC(Cl)Cl,0.7,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1cccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c1,ClC(Cl)Cl,0.3,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(-c2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,ClC(Cl)Cl,0.7,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc2cc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)ccc2c1,ClC(Cl)Cl,1.1,deep4chem
CCCC1(CCC)c2cc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)ccc2-c2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc21,ClC(Cl)Cl,0.6,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)cc1,ClC(Cl)Cl,1.2,deep4chem
COc1cc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c(OC)cc1C=C(C#Cc1ccccc1)C#Cc1ccccc1,ClC(Cl)Cl,1.4,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)s1,ClC(Cl)Cl,0.4,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,c1ccccc1,6.688,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CCCCOC(C)=O,7.279,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CCOC(C)=O,7.258,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CC#N,8.583,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,CO,8.303,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(Cl)cc3)cn12,c1ccccc1,6.263,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(Cl)cc3)cn12,CCCCOC(C)=O,6.827,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(Cl)cc3)cn12,CCOC(C)=O,6.722,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(Cl)cc3)cn12,CC#N,8.1,deep4chem
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(Cl)cc3)cn12,CO,7.888,deep4chem
Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,c1ccccc1,5.55,deep4chem
Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,CCCCOC(C)=O,6.036,deep4chem
Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,CCOC(C)=O,5.984,deep4chem
Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,CC#N,6.967,deep4chem
Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,CO,5.185,deep4chem
COc1ccc(/C2=C3/N=C(C(c4ccccc4)=C3c3ccccc3)/C(c3ccc(OC)cc3)=c3\[nH]/c(c(-c4ccccc4)c3-c3ccccc3)=C(/c3ccc(OC)cc3)C3=N/C(=C(/c4ccc(OC)cc4)c4[nH]c2c(-c2ccccc2)c4-c2ccccc2)C(c2ccccc2)=C3c2ccccc2)cc1,ClCCl,0.921,deep4chem
Cc1ccc(/C2=C3/N=C(C(c4ccccc4)=C3c3ccccc3)/C(c3ccc(C)cc3)=c3\[nH]/c(c(-c4ccccc4)c3-c3ccccc3)=C(/c3ccc(C)cc3)C3=N/C(=C(/c4ccc(C)cc4)c4[nH]c2c(-c2ccccc2)c4-c2ccccc2)C(c2ccccc2)=C3c2ccccc2)cc1,ClCCl,0.472,deep4chem
FC(F)(F)c1ccc(/C2=C3/N=C(C(c4ccccc4)=C3c3ccccc3)/C(c3ccc(C(F)(F)F)cc3)=c3\[nH]/c(c(-c4ccccc4)c3-c3ccccc3)=C(/c3ccc(C(F)(F)F)cc3)C3=N/C(=C(/c4ccc(C(F)(F)F)cc4)c4[nH]c2c(-c2ccccc2)c4-c2ccccc2)C(c2ccccc2)=C3c2ccccc2)cc1,ClCCl,0.423,deep4chem
N#Cc1ccc(/C2=C3/N=C(C(c4ccccc4)=C3c3ccccc3)/C(c3ccc(C#N)cc3)=c3\[nH]/c(c(-c4ccccc4)c3-c3ccccc3)=C(/c3ccc(C#N)cc3)C3=N/C(=C(/c4ccc(C#N)cc4)c4[nH]c2c(-c2ccccc2)c4-c2ccccc2)C(c2ccccc2)=C3c2ccccc2)cc1,ClCCl,0.416,deep4chem
O=[N+]([O-])c1ccc(/C2=C3/N=C(C(c4ccccc4)=C3c3ccccc3)/C(c3ccc([N+](=O)[O-])cc3)=c3\[nH]/c(c(-c4ccccc4)c3-c3ccccc3)=C(/c3ccc([N+](=O)[O-])cc3)C3=N/C(=C(/c4ccc([N+](=O)[O-])cc4)c4[nH]c2c(-c2ccccc2)c4-c2ccccc2)C(c2ccccc2)=C3c2ccccc2)cc1,ClCCl,0.395,deep4chem
COC(=O)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C)C(=O)OC,CCOC(C)=O,3.02,deep4chem
COC(=O)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C)C(=O)OC,CC#N,4.58,deep4chem
COC(=O)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C)C(=O)OC,CO,2.99,deep4chem
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)OC(C)(C)C,CCOC(C)=O,2.03,deep4chem
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)OC(C)(C)C,CC#N,2.61,deep4chem
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)OC(C)(C)C,CO,1.4,deep4chem
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,CCOC(C)=O,2.08,deep4chem
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,CC#N,2.67,deep4chem
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,CO,1.86,deep4chem
Oc1ccccc1-c1nc2c(c3c1-c1ccccc1CC3)-c1ccccc1CC2,ClCCl,2.75,deep4chem
F[B-]1(F)Oc2ccccc2-c2c3c(c4c([n+]21)CCc1ccccc1-4)CCc1ccccc1-3,ClCCl,2.15,deep4chem
Oc1ccc2ccccc2c1-c1nc2c(c3c1-c1ccccc1CC3)-c1ccccc1CC2,ClCCl,0.97,deep4chem
F[B-]1(F)Oc2ccc3ccccc3c2-c2c3c(c4c([n+]21)CCc1ccccc1-4)CCc1ccccc1-3,ClCCl,2.49,deep4chem
CCOc1cccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)c1O,ClCCl,0.65,deep4chem
CCOc1cccc2c1O[B-](F)(F)[n+]1c3c(c4c(c1-2)-c1ccccc1CC4)-c1ccccc1CC3,ClCCl,1.73,deep4chem
O=[N+]([O-])c1ccc(O)c(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)c1,ClCCl,0.45,deep4chem
O=[N+]([O-])c1ccc2c(c1)-c1c3c(c4c([n+]1[B-](F)(F)O2)CCc1ccccc1-4)CCc1ccccc1-3,ClCCl,0.63,deep4chem
Oc1ccc(Br)cc1-c1nc2c(c3c1-c1ccccc1CC3)-c1ccccc1CC2,ClCCl,1.94,deep4chem
F[B-]1(F)Oc2ccc(Br)cc2-c2c3c(c4c([n+]21)CCc1ccccc1-4)CCc1ccccc1-3,ClCCl,0.41,deep4chem
Brc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(Br)cc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,0.89,deep4chem
C(=C/c1cc(-c2ccccc2)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccccc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,1.29,deep4chem
Cc1ccc(-c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C)cc3)cc2/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,1.34,deep4chem
C(=C/c1cc(-c2ccc3ccccc3c2)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc2ccccc2c1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,1.17,deep4chem
c1ccc2c(c1)[nH]c1c3ccccc3[nH]c21,CCCO,5.5,deep4chem
Cn1c2ccccc2c2c1c1ccccc1n2C,CCCO,9.0,deep4chem
CCOC(=O)c1ccc2c(c1)[nH]c1c3ccc(C(=O)OCC)cc3[nH]c21,CCCO,4.75,deep4chem
CCOC(=O)c1ccc2c(c1)n(C)c1c3ccc(C(=O)OCC)cc3n(C)c21,CCCO,7.8,deep4chem
CCCCCCn1c2cc(C(=O)OCC)ccc2c2c1c1ccc(C(=O)OCC)cc1n2CCCCCC,CCCO,6.3,deep4chem
CCOC(=O)c1ccc2c(c1)[nH]c1c3ccc(C(=O)OCC)cc3sc21,CCCO,2.6,deep4chem
CCOC(=O)c1ccc2c(c1)sc1c3ccc(C(=O)OCC)cc3n(C)c21,CCCO,3.9,deep4chem
CCOC(=O)c1ccc2c(c1)sc1c3ccc(C(=O)OCC)cc3sc21,CCCO,0.35,deep4chem
CCOC(=O)c1ccc2c(c1)[nH]c1c3ccc(C(=O)OCC)cc3[se]c21,CCCO,0.15,deep4chem
CCOC(=O)c1ccc2c(c1)[se]c1c3ccc(C(=O)OCC)cc3n(C)c21,CCCO,0.175,deep4chem
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,4.29,deep4chem
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(C)=O,4.74,deep4chem
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,4.53,deep4chem
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,4.21,deep4chem
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,4.1,deep4chem
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,2.75,deep4chem
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,3.61,deep4chem
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(C)=O,1.85,deep4chem
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,1.83,deep4chem
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,2.08,deep4chem
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,1.86,deep4chem
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,Cc1ccccc1,3.49,deep4chem
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,CCOC(C)=O,1.79,deep4chem
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,C1CCOC1,1.76,deep4chem
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,ClC(Cl)Cl,2.38,deep4chem
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,ClCCl,1.75,deep4chem
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,Cc1ccccc1,3.53,deep4chem
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,CCOC(C)=O,1.83,deep4chem
