smiles,solvent,emi_peakwavs_max,emi_bandwidth,source
Fc1ccc(-c2cc3ccc4cc(-c5ccc(F)cc5)cc5ccc(c2)c3c45)cc1,CO,408.0454097,41.8,deep4chem
CC(C)(C)c1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(C(C)(C)C)cc5)cc(c2-4)CC3)cc1,CC#N,383.1550802,56.4,deep4chem
COc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(OC)cc5)cc(c2-4)CC3)cc1,CC#N,388.0645161,59.0,deep4chem
Fc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(F)cc5)cc(c2-4)CC3)cc1,CC#N,375.9784736,56.1,deep4chem
CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)cc5ccc(c2)c3c45)cc1,CC#N,410.9045226,43.5,deep4chem
COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cc5ccc(c2)c3c45)cc1,CC#N,414.8756219,45.8,deep4chem
Fc1ccc(-c2cc3ccc4cc(-c5ccc(F)cc5)cc5ccc(c2)c3c45)cc1,CC#N,408.0454097,41.0,deep4chem
CC(C)(C)c1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(C(C)(C)C)cc5)cc(c2-4)CC3)cc1,CN(C)C=O,386.7914439,57.5,deep4chem
COc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(OC)cc5)cc(c2-4)CC3)cc1,CN(C)C=O,392.1505376,56.6,deep4chem
Fc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(F)cc5)cc(c2-4)CC3)cc1,CN(C)C=O,380.6751468,56.2,deep4chem
CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)cc5ccc(c2)c3c45)cc1,CN(C)C=O,412.7135678,45.0,deep4chem
COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cc5ccc(c2)c3c45)cc1,CN(C)C=O,417.8606965,46.0,deep4chem
Fc1ccc(-c2cc3ccc4cc(-c5ccc(F)cc5)cc5ccc(c2)c3c45)cc1,CN(C)C=O,409.82231,42.3,deep4chem
CC[C@H](C)COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,ClCCl,520.0,26.2,deep4chem
CC[C@H](C)COc1ccc(C2=C3C(C)=C(c4ccc5ccc6cccc7ccc4c5c67)C(C)=[N+]3[B-](F)(F)n3c(C)c(-c4ccc5ccc6cccc7ccc4c5c67)c(C)c32)cc1,ClCCl,585.0,63.7,deep4chem
CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccccc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O,716.0,89.4,deep4chem
CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O,722.0,84.4,deep4chem
CCN(CC)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(CC)CC)cc6)C5=C(C#N)C#N)cc4)cc3)C2=C(C#N)C#N)cc1,CN(C)C=O,720.0,75.7,deep4chem
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CCCCCC,487.0,96.2,deep4chem
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1CCCCC1,486.0,96.2,deep4chem
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1CCOC1,509.0,117.7,deep4chem
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,ClC(Cl)Cl,501.0,75.1,deep4chem
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1COCCO1,509.0,118.0,deep4chem
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CC#N,514.0,121.0,deep4chem
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CO,503.0,122.7,deep4chem
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CCCCCC,515.0,91.8,deep4chem
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1CCCCC1,517.0,91.8,deep4chem
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1CCOC1,537.0,101.8,deep4chem
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClC(Cl)Cl,528.0,79.8,deep4chem
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1COCCO1,510.0,124.8,deep4chem
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CC#N,498.0,130.5,deep4chem
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CO,534.0,106.1,deep4chem
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,C1CCCCC1,438.3950112,37.5,deep4chem
CC(C)(C)C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1CCCCC1,459.8849198,44.0,deep4chem
C[Si](C)(C)C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1CCCCC1,465.4722961,46.1,deep4chem
C[Si](C)(C)C#CC#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1CCCCC1,477.0768467,49.1,deep4chem
O=C1c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc21,C1CCOC1,360.0,83.1,deep4chem
CC(=O)c1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C(C)=O)cc4)ccc2-3)cc1,C1CCOC1,375.0,81.5,deep4chem
O=Cc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C=O)cc4)ccc2-3)cc1,C1CCOC1,371.0,81.3,deep4chem
COC(=O)c1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C(=O)OC)cc4)ccc2-3)cc1,C1CCOC1,366.0,81.9,deep4chem
C(/C=C/Nc1ccccc1)=[NH+]c1ccccc1,CS(C)=O,492.0,66.4,deep4chem
Cc1ccc(N/C=C/C=[NH+]c2ccc(C)cc2)cc1,CS(C)=O,491.0,66.0,deep4chem
Brc1ccc(N/C=C/C=[NH+]c2ccc(Br)cc2)cc1,CS(C)=O,497.0,65.8,deep4chem
O=[N+]([O-])c1ccc(N/C=C/C=[NH+]c2ccc([N+](=O)[O-])cc2)cc1,CS(C)=O,508.0,99.6,deep4chem
C(/C=C/Nc1cccc2ccccc12)=[NH+]c1cccc2ccccc12,CS(C)=O,527.0,94.4,deep4chem
CCC1(CC)c2cc(-c3ccc(N(c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)cc3)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,ClC(Cl)Cl,431.0,47.0,deep4chem
N#Cc1c2nc3ccccn3c2nc2nc3ccccn3c12,CN(C)C=O,540.0,39.7,deep4chem
N#Cc1c2nc3ccccn3c2nc2nc3ccccn3c12,CC#N,525.0,37.0,deep4chem
N#Cc1c2nc3ccccn3c2nc2nc3ccccn3c12,ClC(Cl)Cl,510.0,37.8,deep4chem
N#Cc1c2nc3ccccn3c2nc2nc3ccccn3c12,C1COCCO1,505.0,38.4,deep4chem
N#Cc1c2nc3ccccn3c2nc2nc3ccccn3c12,C1CCCCC1,485.0,46.6,deep4chem
N#Cc1c2nc3ccccn3c2nc2c1nc1ccccn12,CN(C)C=O,515.0,64.6,deep4chem
N#Cc1c2nc3ccccn3c2nc2c1nc1ccccn12,CC#N,495.0,64.3,deep4chem
N#Cc1c2nc3ccccn3c2nc2c1nc1ccccn12,ClC(Cl)Cl,475.0,61.6,deep4chem
N#Cc1c2nc3ccccn3c2nc2c1nc1ccccn12,C1COCCO1,470.0,61.6,deep4chem
N#Cc1c2nc3ccccn3c2nc2c1nc1ccccn12,C1CCCCC1,460.0,66.0,deep4chem
CCCCCCOc1cc(N(CC)CC)ccc1/C=C/C(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,595.0,71.7,deep4chem
CCCCCCOc1cc(N(CC)CC)ccc1/C=C(\C#N)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,ClCCl,750.0,115.3,deep4chem
CCCCCCOc1cc(N(CC)CC)ccc1/C=C/C(=C(C#N)C#N)c1ccc2c(c1)c1ccccc1n2CC,ClCCl,583.0,72.6,deep4chem
CCCCCCOc1cc(N(CC)CC)ccc1/C=C(\C#N)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c(c2)c2ccccc2n3CC)s1,ClCCl,742.0,113.5,deep4chem
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4c(c(-c5ccccc5OC)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,ClCCl,583.0,39.9,deep4chem
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4c(c(-c5ccccc5OC)n3[B-]2(F)F)C2C=CC4CC2)C2=C1C1C=CC2CC1,ClCCl,587.0,39.9,deep4chem
F[B-]1(F)n2c(c3c(c2-c2ccccc2)C2C=CC3CC2)C(c2ccccc2)=C2C3=C(C(c4ccccc4)=[N+]21)C1C=CC3CC1,ClCCl,588.0,36.4,deep4chem
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(-c4ccccc4OC)n3[B-]2(F)F)c2ccccc21,ClCCl,652.0,39.2,deep4chem
c1ccc(C2=C3C4=C(C5=[N+]3[B-]3(Oc6ccccc65)Oc5ccccc5-c5c6c(c2n53)C2CCC6CC2)C2CCC4CC2)cc1,ClCCl,645.0,34.3,deep4chem
F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2)C(c2ccccc2)=C2c3ccccc3C(c3ccccc3)=[N+]21,ClCCl,664.0,37.5,deep4chem
c1ccc(C2=C3c4ccccc4C4=[N+]3[B-]3(Oc5ccccc54)Oc4ccccc4-c4c5ccccc5c2n43)cc1,ClCCl,733.0,36.4,deep4chem
C1=[N+]2N=C(c3ccccc3)O[B-]2(c2ccc([B-]34OC(c5ccccc5)=N[N+]3=Cc3c(ccc5ccccc35)O4)cc2)Oc2ccc3ccccc3c21,C1CCOC1,489.0,68.7,deep4chem
Oc1ccc(C2=N[N+]3=Cc4c(ccc5ccccc45)O[B-]3(c3ccc([B-]45OC(c6ccc(O)cc6)=N[N+]4=Cc4c(ccc6ccccc46)O5)cc3)O2)cc1,C1CCOC1,477.0,64.0,deep4chem
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(c3ccc([B-]45OC(c6ccccc6)=N[N+]4=Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4O5)cc3)OC(c3ccccc3)=N[N+]1=C2,C1CCOC1,516.0,19.2,deep4chem
CCN(CC)c1ccc2cc(-c3nc4ccccc4n3-c3ccccc3)c(=O)oc2c1,ClCCl,479.0,59.1,deep4chem
CCN(CC)c1ccc2cc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,ClCCl,492.0,65.1,deep4chem
CCN(CC)c1ccc2cc(-c3nc4c5cccc6ccc7cccc(c7c65)c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,ClCCl,519.0,66.3,deep4chem
F[B-]1(F)Oc2c(-c3cccc4c3O[B-](F)(F)[n+]3c(-c5ccccc5)c(-c5ccccc5)n(-c5ccc(C(F)(F)F)cc5)c3-4)cccc2-c2n(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3)c(-c3ccccc3)[n+]21,C1CCOC1,399.0,59.6,deep4chem
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCCCCC,453.0,82.8,deep4chem
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCCCC1,453.0,62.2,deep4chem
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,Cc1ccccc1,480.0,68.8,deep4chem
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClC(Cl)Cl,517.0,85.5,deep4chem
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOC(C)=O,533.0,103.4,deep4chem
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,538.0,103.8,deep4chem
Cc1ccc(/C(C#N)=C/c2cc(/C=C(\C#N)c3ccc(C)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,552.0,106.9,deep4chem
N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,CCCCCC,473.0,61.6,deep4chem
N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,C1CCCCC1,478.0,61.6,deep4chem
N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,Cc1ccccc1,515.0,78.9,deep4chem
N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,ClC(Cl)Cl,553.0,99.4,deep4chem
N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,CCOC(C)=O,581.0,117.2,deep4chem
N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,C1CCOC1,587.0,115.8,deep4chem
N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,ClCCl,594.0,115.8,deep4chem
CC(=O)c1ccn2c3c(c(-c4cc[n+](C)cc4)c2c1)CN(C)C3=O,O,501.0,72.9,deep4chem
CC(=O)c1ccn2c3c(c(/C=C/c4cc[n+](C)cc4)c2c1)CN(C)C3=O,O,551.0,57.9,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)Sc1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccccc1,493.0,70.0,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)Sc1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,497.0,74.0,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)Oc1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccccc1,477.0,60.0,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)Oc1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,483.0,68.0,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)N(c1ccccc1)c1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccccc1,449.0,56.0,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)N(c1ccccc1)c1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,465.0,62.0,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1cc(C(C)C)c(B2c3ccccc3Sc3ccccc32)c(C(C)C)c1,Cc1ccccc1,487.0,74.0,deep4chem
Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1cc(C(C)C)c(B2c3ccccc3Sc3ccccc32)c(C(C)C)c1,O=P(c1ccccc1)(c1ccccc1)c1ccc2oc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,485.0,76.0,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)nc3)cc2)c2ccccc21,Cc1ccccc1,488.0,85.2,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)cn3)cc2)c2ccccc21,Cc1ccccc1,504.0,90.6,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)c(C#N)n3)cc2)c2ccccc21,Cc1ccccc1,562.0,105.1,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3cnc(C#N)nc3)cc2)c2ccccc21,Cc1ccccc1,524.0,101.1,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ncc(C#N)cn3)cc2)c2ccccc21,Cc1ccccc1,543.0,104.8,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)cc3)cc2)c2ccccc21,Cc1ccccc1,462.0,69.9,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3cccc(C#N)c3)cc2)c2ccccc21,Cc1ccccc1,431.0,64.5,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)nc3)cc2)c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,490.0,74.7,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)cn3)cc2)c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,495.0,92.3,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)c(C#N)n3)cc2)c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,550.0,107.4,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3cnc(C#N)nc3)cc2)c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,526.0,81.5,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ncc(C#N)cn3)cc2)c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,541.0,89.5,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)cc3)cc2)c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,470.0,85.8,deep4chem
CC1(C)c2ccccc2N(c2ccc(-c3cccc(C#N)c3)cc2)c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1,436.0,55.1,deep4chem
N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1-c1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,Cc1ccccc1,458.0,71.0,deep4chem
N#Cc1cc(-c2cc(C#N)c(-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1-n1c2ccccc2c2ccccc21,Cc1ccccc1,453.0,55.0,deep4chem
c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cccc2c43)cc1,ClCCl,462.0,33.0,deep4chem
c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cccc2c43)cc1,CCO,458.0,36.0,deep4chem
c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cccc2c43)cc1,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,460.0,30.0,deep4chem
c1ccc(-c2cccc(N3c4cc(-c5ccccc5)ccc4B4c5ccc(N(c6ccccc6)c6ccccc6)cc5N(c5ccccc5)c5cccc3c54)c2)cc1,ClCCl,470.0,34.0,deep4chem
c1ccc(-c2cccc(N3c4cc(-c5ccccc5)ccc4B4c5ccc(N(c6ccccc6)c6ccccc6)cc5N(c5ccccc5)c5cccc3c54)c2)cc1,CCO,463.0,34.0,deep4chem
c1ccc(-c2cccc(N3c4cc(-c5ccccc5)ccc4B4c5ccc(N(c6ccccc6)c6ccccc6)cc5N(c5ccccc5)c5cccc3c54)c2)cc1,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,469.0,28.0,deep4chem
CCC1(CC)c2cc(-c3ccc(-c4ccccc4)cc3-c3ccccc3)ccc2-c2nc3c(nc21)-c1ccc(-c2ccc(-c4ccccc4)cc2-c2ccccc2)cc1C3(CC)CC,C1CCOC1,434.0,47.0,deep4chem
CCC1(CC)c2cc(-c3ccc(-c4ccccc4)cc3-c3ccccc3)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccccc4)cc2-c2ccccc2)cc1C3(CC)CC,C1CCOC1,405.0,59.0,deep4chem
c1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)nc1,ClCCl,431.0,59.0,deep4chem
c1ccc2cc(-c3c4ccccc4c(-c4nccc5ccccc45)c4ccccc34)ccc2c1,ClCCl,418.0,57.0,deep4chem
c1cc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc(-n2c3ccccc3c3ccccc32)c1,ClCCl,419.0,52.0,deep4chem
c1ccc2cc(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)ccc2c1,ClCCl,427.0,54.0,deep4chem
c1ccc2c(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)cccc2c1,ClCCl,421.0,54.0,deep4chem
c1ccc2cc(-c3c4ccccc4c(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)c4ccccc34)ccc2c1,ClCCl,427.0,54.0,deep4chem
c1ccc2c(-c3c4ccccc4c(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)c4ccccc34)cccc2c1,ClCCl,420.0,52.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1ccccc1,ClCCl,391.0,37.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1cccc(-c2ccccc2)c1,ClCCl,390.0,36.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1ccc(-c2ccccc2)cc1,ClCCl,392.0,37.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1ccc2ccccc2c1,ClCCl,391.0,37.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1ccc2ccccc2n1,ClCCl,438.0,82.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1ccc2ncccc2c1,ClCCl,446.0,80.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1cccnc1,ClCCl,373.0,33.0,deep4chem
CC1(C)c2ccccc2-c2cc3c(cc21)c1ccccc1n3-c1ccncc1,ClCCl,370.0,33.0,deep4chem
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCCCCC,389.0,37.0,deep4chem
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,Cc1ccccc1,395.0,39.0,deep4chem
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCN(CC)CC,391.0,38.0,deep4chem
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCCCOCCCC,392.0,39.0,deep4chem
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCOCC,393.0,41.0,deep4chem
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCOC(C)=O,398.0,45.0,deep4chem
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,C1CCOC1,396.0,44.0,deep4chem
