smiles,solvent,abs_peakwavs_max,abs_bandwidth,abs_molar_ext_coeff,emi_peakwavs_max,emi_bandwidth,quantum_yield,log_lifetime,source
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,ClC(Cl)Cl,470.0,48.7,4.433369747,554.0,80.0,0.018,8.11,deep4chem
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CC#N,460.0,52.4,4.380283618,589.0,81.1,0.014,7.64,deep4chem
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CCO,466.0,58.2,4.446878752,575.0,79.3,0.012,5.52,deep4chem
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CN(C)C=O,470.0,53.4,4.420961881,573.0,80.9,0.022,7.2,deep4chem
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CCOC(C)=O,458.0,75.1,4.585922979,537.0,77.2,0.011,5.19,deep4chem
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,ClCCl,468.0,78.0,4.610266139,558.0,79.4,0.051,5.13,deep4chem
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,ClC(Cl)Cl,470.0,80.1,4.423802725,550.0,78.1,0.048,7.78,deep4chem
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CC#N,462.0,77.5,4.53545869,569.0,79.2,0.045,5.72,deep4chem
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CCO,468.0,83.5,4.579314763,575.0,81.2,0.057,5.24,deep4chem
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CN(C)C=O,471.0,85.9,4.56368276,573.0,79.4,0.088,5.41,deep4chem
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CS(C)=O,476.0,87.2,4.451095312,575.0,80.3,0.139,7.08,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,Cc1ccccc1,468.0,58.4,4.30263392,576.0,106.9,0.007,8.3,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,C1CCOC1,475.0,62.3,4.404080743,609.0,90.0,0.013,6.48,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CCOC(C)=O,462.0,62.3,4.367765791,590.0,100.3,0.009,6.38,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,ClCCl,478.0,56.7,4.418351017,615.0,90.7,0.022,6.7,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,ClC(Cl)Cl,485.0,61.7,4.331467788,601.0,90.7,0.018,9.43,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CC#N,477.0,55.2,4.26587866,622.0,86.6,0.031,10.4,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CCO,479.0,63.6,4.331953395,627.0,82.4,0.021,7.78,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CN(C)C=O,484.0,67.8,4.267124775,632.0,81.5,0.038,9.14,deep4chem
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CS(C)=O,489.0,65.7,4.332094928,639.0,82.9,0.059,8.27,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,Cc1ccccc1,474.0,97.0,4.6785639,578.0,102.6,0.008,3.84,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,C1CCOC1,476.0,103.9,4.581824549,610.0,87.9,0.021,4.47,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,CCOC(C)=O,469.0,90.7,4.414889822,591.0,101.5,0.026,7.08,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,ClCCl,479.0,96.1,4.466956545,617.0,93.4,0.028,6.24,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,ClC(Cl)Cl,480.0,99.0,4.634698895,608.0,85.3,0.017,4.37,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,CC#N,474.0,103.9,4.639705573,629.0,82.2,0.018,3.81,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,CCO,480.0,107.0,4.599926718,632.0,82.4,0.025,4.28,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,CN(C)C=O,487.0,108.4,4.640014095,635.0,78.9,0.035,4.01,deep4chem
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,CS(C)=O,491.0,106.1,4.550937326,641.0,82.4,0.05,4.94,deep4chem
CCC1(CC)c2cc(Br)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(-c3cccs3)ccc2-1,C1CCOC1,338.0,52.8,4.995635195,388.0,49.0,0.38,0.92,deep4chem
CCC1(CC)c2cc(-c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(-c3cccs3)ccc2-1,C1CCOC1,340.0,40.8,5.212187604,385.0,41.6,0.59,2.1,deep4chem
CCC1(CC)c2cc(C#Cc3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(C#Cc4cccs4)ccc2-3)C(CC)(CC)c2cc(C#Cc3cccs3)ccc2-1,C1CCOC1,362.0,43.7,5.064457989,390.0,39.4,0.58,1.5,deep4chem
CCC1(CC)c2cc(/C=C/c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,C1CCOC1,386.0,64.9,4.919078092,400.0,51.9,0.56,1.6,deep4chem
CCCCn1c2ccccc2c2c1c1c3ccccc3n(CCCC)c1c1c3ccccc3n(CCCC)c21,C1CCOC1,316.0,35.2,4.799340549,396.0,46.4,0.19,6.0,deep4chem
CCCCn1c2ccc(-c3cccs3)cc2c2c1c1c3ccc(-c4cccs4)cc3n(CCCC)c1c1c3ccc(-c4cccs4)cc3n(CCCC)c21,C1CCOC1,337.0,76.6,5.079181246,424.0,70.8,0.37,4.2,deep4chem
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,Cc1ccccc1,443.0,61.0,4.672097858,525.0,78.1,0.01,0.03,deep4chem
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,C1COCCO1,436.0,59.0,4.73239376,548.0,97.0,0.012,0.04,deep4chem
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,ClCCl,446.0,59.0,4.806179974,590.0,115.0,0.016,0.06,deep4chem
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,ClC(Cl)Cl,449.0,58.0,4.748188027,567.0,103.5,0.023,0.1,deep4chem
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CCOC(C)=O,439.0,57.0,4.698970004,573.0,111.2,0.017,0.07,deep4chem
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CO,442.0,63.0,4.748188027,562.0,146.3,0.006,0.02,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,Cc1ccccc1,471.0,56.0,4.826074803,500.0,47.2,0.032,0.051,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,C1COCCO1,464.0,59.0,4.755874856,520.0,59.9,0.035,0.925,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClCCl,479.0,59.0,4.799340549,534.0,70.0,0.072,0.15,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClC(Cl)Cl,480.0,51.0,4.86332286,524.0,56.8,0.076,0.23,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CCOC(C)=O,468.0,57.0,4.838849091,532.0,69.6,0.085,0.22,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CC(C)=O,470.0,68.0,4.662757832,562.0,103.5,0.017,0.049,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CN(C)C=O,469.0,71.0,4.748188027,576.0,108.0,0.073,0.23,deep4chem
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CC#N,477.0,63.0,4.72427587,571.0,111.6,0.008,0.026,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,Cc1ccccc1,456.0,78.0,4.62324929,500.0,57.9,0.018,0.03,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,C1COCCO1,448.0,78.0,4.643452676,521.0,82.9,0.025,0.65,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClCCl,460.0,69.0,4.568201724,531.0,84.5,0.028,0.09,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClC(Cl)Cl,452.0,74.0,4.342422681,514.0,72.6,0.025,0.14,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CCOC(C)=O,450.0,82.0,4.681241237,532.0,82.6,0.166,0.32,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CC(C)=O,454.0,91.0,4.763427994,557.0,103.2,0.074,0.17,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CN(C)C=O,454.0,93.0,4.681241237,575.0,111.1,0.026,0.06,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CC#N,454.0,84.0,4.591064607,566.0,113.2,0.047,0.14,deep4chem
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CO,454.0,80.0,4.612783857,551.0,107.9,0.043,0.12,deep4chem
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CS(C)=O,398.5,61.7,3.939519253,527.0,124.1,0.1,5.4,deep4chem
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CN(C)C=O,396.5,58.0,3.84509804,514.0,108.3,0.27,15.0,deep4chem
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CC#N,394.5,57.2,3.949390007,505.0,102.9,0.38,21.0,deep4chem
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CO,397.0,60.6,3.812913357,521.0,122.9,0.16,11.0,deep4chem
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CCO,397.0,59.3,3.851258349,519.0,120.2,0.22,14.0,deep4chem
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,C1CCOC1,393.0,61.4,3.832508913,496.0,97.1,0.5,19.0,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CS(C)=O,393.5,59.6,4.041392685,501.0,107.0,0.0077,0.32,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CN(C)C=O,391.5,53.7,3.949390007,487.0,95.1,0.013,0.57,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CC#N,388.0,55.6,3.977723605,484.0,92.6,0.029,1.2,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CO,391.5,58.3,4.0,508.0,111.1,0.052,3.1,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CCO,391.0,56.4,4.0,501.0,102.5,0.054,2.9,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,C1CCOC1,387.5,53.7,4.041392685,470.0,82.7,0.016,0.57,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CS(C)=O,387.5,55.7,3.959041392,491.0,105.3,0.0054,0.18,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CC#N,381.0,56.5,3.380211242,478.0,89.9,0.018,0.73,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CO,384.5,56.5,3.826074803,499.0,111.4,0.029,1.6,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CCO,385.0,56.1,3.949390007,492.0,103.5,0.023,1.3,deep4chem
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,C1CCOC1,380.5,56.1,3.86923172,465.0,92.5,0.0075,0.21,deep4chem
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CS(C)=O,400.5,57.2,4.146128036,497.0,100.9,0.0048,0.15,deep4chem
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CC#N,393.0,57.6,3.69019608,483.0,90.8,0.017,0.75,deep4chem
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CO,396.0,56.0,4.0,498.0,100.9,0.0077,0.33,deep4chem
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CCO,397.0,56.8,4.041392685,489.0,98.7,0.0091,0.41,deep4chem
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,C1CCOC1,392.5,65.5,3.672097858,476.0,86.4,0.015,0.42,deep4chem
CSc1sc(C(=O)c2ccccc2)c2nn[nH]c(=O)c12,CS(C)=O,405.5,60.5,4.204119983,497.0,96.0,0.0056,0.13,deep4chem
CSc1sc(C(=O)c2ccccc2)c2nn[nH]c(=O)c12,CC#N,396.0,58.9,4.041392685,485.0,84.9,0.013,0.41,deep4chem
CSc1sc(C(=O)c2ccccc2)c2nn[nH]c(=O)c12,CO,400.0,59.3,4.079181246,495.0,92.1,0.0069,0.22,deep4chem
CSc1sc(C(=O)c2ccccc2)c2nn[nH]c(=O)c12,CCO,400.0,59.3,4.079181246,489.0,91.1,0.0088,0.28,deep4chem
CSc1sc(C(=O)c2ccccc2)c2nn[nH]c(=O)c12,C1CCOC1,396.5,59.7,3.875061263,482.0,80.7,0.016,0.33,deep4chem
c1ccc(-c2c3ccccc3cc3ccccc23)cc1,C1CCOC1,386.0,46.6,3.959041392,394.0,49.0,0.69,7.1,deep4chem
c1cc(-c2c3ccccc3cc3ccccc23)cc(-c2c3ccccc3cc3ccccc23)c1,C1CCOC1,387.0,47.1,4.230448921,397.0,43.6,0.71,6.6,deep4chem
c1ccc2c(-c3cc(-c4c5ccccc5cc5ccccc45)cc(-c4c5ccccc5cc5ccccc45)c3)c3ccccc3cc2c1,C1CCOC1,389.0,47.3,4.579783597,400.0,43.3,0.85,6.8,deep4chem
C[n+]1ccc(/C=C/c2cc[n+](C)cc2)cc1,CC#N,317.0,49.1,4.62324929,372.0,50.1,0.015,0.05,deep4chem
NC(=O)Cc1cccc2ccccc12,O,280.0,32.8,3.815577748,324.0,30.9,0.066,35.0,deep4chem
COC(=O)c1noc(-c2ccccc2)c1Br,C1CCCCC1,307.0,48.8,4.31344537,344.0,44.1,0.044,0.49,deep4chem
Nc1cccc2c1C(=O)c1ccccc1C2=O,ClCCl,464.0,79.0,3.755874856,558.0,91.4,0.0405,1.66,deep4chem
O=c1oc2ccccc2cc1-c1nc2ccccc2o1,CO,352.0,76.7,4.33,440.0,77.4,0.67,3.47,deep4chem
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1COCCO1,319.0,57.7,3.96890303,386.0,87.6,0.004,0.17,deep4chem
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CC#N,321.0,53.7,3.994449137,387.0,66.3,0.015,0.56,deep4chem
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CO,322.0,52.4,3.998608029,391.0,61.7,0.053,0.44,deep4chem
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,O,324.0,47.6,3.977586438,397.0,60.9,0.497,1.75,deep4chem
Cc1cc(-c2ccccc2)cc(C)[o+]1,ClCCl,343.0,44.0,4.380211242,434.0,84.0,0.011,0.78,deep4chem
Cc1ccc(-c2cc(C)[o+]c(C)c2)cc1,ClCCl,365.0,37.5,4.477121255,417.0,69.9,0.27,3.3,deep4chem
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,O,520.0,66.3,4.40654018,588.3,104.7,0.058,1.3,deep4chem
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,CCO,534.0,52.6,4.649334859,564.0,64.5,0.292,3.03,deep4chem
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,CC#N,385.0,79.5,4.542451947,458.0,72.2,0.55,1.03,deep4chem
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)cc3)[nH]c2-c2ccccc2)cc1,CC#N,358.0,77.8,4.172018809,424.0,63.2,0.75,1.11,deep4chem
COc1ccc(-c2nc(-c3ccc(-c4nc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)[nH]4)cc3)[nH]c2-c2ccc(OC)cc2)cc1,CC#N,365.0,96.8,4.642563437,440.0,65.7,0.9,1.24,deep4chem
Cn1c(-c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3C)cc2)nc(-c2ccccc2)c1-c1ccccc1,CC#N,334.0,98.6,4.189490314,417.0,62.2,0.66,1.1,deep4chem
c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,CC#N,312.0,51.4,4.308137379,387.0,64.1,0.27,1.98,deep4chem
CC(=O)c1ccc(-c2cc(C)[o+]c(C)c2)cc1,ClCCl,336.0,61.0,4.380211242,405.0,90.9,0.03,2.0,deep4chem
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,524.0,55.2,4.536558443,539.0,57.6,0.06,2.2,deep4chem
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN1CCCC1=O,525.0,51.6,4.825426118,541.0,58.2,0.01,0.2,deep4chem
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1,519.0,55.2,4.506505032,528.0,61.8,0.05,1.6,deep4chem
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClC(Cl)Cl,461.0,87.6,4.47558403,634.0,111.4,0.19,3.64,deep4chem
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)cc3)cc2)cc1,ClC(Cl)Cl,477.0,94.5,4.663135315,676.0,140.8,0.02,1.06,deep4chem
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,ClC(Cl)Cl,506.0,90.7,4.644694561,634.0,92.6,0.18,2.5,deep4chem
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,521.0,90.1,4.551949881,670.0,114.5,0.07,2.17,deep4chem
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)o1,ClC(Cl)Cl,509.0,83.2,4.562673449,618.0,84.5,0.19,2.73,deep4chem
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)o3)cc2)cc1,ClC(Cl)Cl,521.0,85.1,4.566943972,654.0,102.0,0.1,2.57,deep4chem
CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,483.0,61.5,4.744292983,521.0,56.6,0.811,2.595,deep4chem
C(#Cc1cccs1)C(C#Cc1cccs1)=Cc1ccc(C=C(C#Cc2cccs2)C#Cc2cccs2)s1,ClC(Cl)Cl,486.0,98.1,4.707570176,550.0,77.1,0.07,0.7,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(-c2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,ClC(Cl)Cl,394.0,91.1,4.934498451,461.0,60.9,0.39,0.7,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc2cc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)ccc2c1,ClC(Cl)Cl,418.0,81.2,4.785329835,473.0,60.1,0.49,1.1,deep4chem
CCCC1(CCC)c2cc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)ccc2-c2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc21,ClC(Cl)Cl,422.0,79.0,4.72427587,473.0,57.5,0.31,0.6,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)cc1,ClC(Cl)Cl,416.0,90.4,4.740362689,475.0,60.6,0.35,1.2,deep4chem
COc1cc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c(OC)cc1C=C(C#Cc1ccccc1)C#Cc1ccccc1,ClC(Cl)Cl,455.0,90.4,4.505149978,522.0,61.1,0.34,1.4,deep4chem
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)s1,ClC(Cl)Cl,468.0,94.1,4.591064607,528.0,93.7,0.08,0.4,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,C1CCOC1,359.0,57.9,5.620136055,417.0,65.5,0.7,2.396,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CCOC(C)=O,358.0,56.0,5.633468456,415.0,65.0,0.68,2.412,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CN(C)C=O,362.0,56.9,5.600972896,422.0,64.8,0.76,2.591,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CS(C)=O,364.0,56.2,5.547774705,424.0,64.6,0.82,2.557,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CC#N,358.0,56.4,5.689308859,417.0,65.9,0.64,2.316,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CC(C)O,358.0,55.2,5.661812686,423.0,74.3,0.5,2.106,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CCO,358.0,54.7,5.665580991,428.0,76.6,0.43,2.037,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CO,357.0,55.2,5.674861141,432.0,78.1,0.33,1.664,deep4chem
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,O,360.0,55.0,5.123851641,449.0,79.2,0.55,3.348,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,C1CCOC1,359.0,55.4,5.394451681,417.0,66.0,0.78,2.358,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CCOC(C)=O,358.0,55.2,5.517195898,416.0,66.2,0.76,2.333,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CN(C)C=O,361.0,54.7,5.477121255,422.0,66.2,0.87,2.504,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CS(C)=O,364.0,55.2,5.521138084,425.0,65.2,0.88,2.517,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CC#N,358.0,53.5,5.643452676,418.0,67.0,0.7,2.208,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CC(C)O,358.0,53.5,5.536558443,423.0,75.1,0.55,1.997,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CCO,358.0,53.5,5.625312451,429.0,76.9,0.47,1.838,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CO,357.0,55.7,5.579783597,432.0,78.5,0.38,1.676,deep4chem
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,O,360.0,54.7,5.086359831,448.0,79.0,0.54,3.313,deep4chem
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,C1CCOC1,358.0,65.6,5.565847819,417.0,64.7,0.7,2.249,deep4chem
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,CCOC(C)=O,357.0,54.6,5.596597096,415.0,64.3,0.75,2.177,deep4chem
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,CN(C)C=O,361.0,57.4,5.605305046,422.0,64.7,0.68,2.116,deep4chem
