Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
14450,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,C1CCOC1,429,570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481.62162,https://doi.org/10.1016/j.saa.2012.04.090
14451,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CC(C)=O,430,578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481.62162,https://doi.org/10.1016/j.saa.2012.04.090
14452,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CC#N,431,584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481.62162,https://doi.org/10.1016/j.saa.2012.04.090
14453,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CN(C)C=O,437,588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481.62162,https://doi.org/10.1016/j.saa.2012.04.090
14454,CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CS(C)=O,441,595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481.62162,https://doi.org/10.1016/j.saa.2012.04.090
14455,CCn1c2ccccc2c2cc(/C=C(\C#N)c3ccccc3)ccc21,ClCCl,374,411,NaN,NaN,5.049218023,NaN,NaN,NaN,NaN,322.40992,https://doi.org/10.1016/j.saa.2012.04.090
14456,CCn1c2ccc(/C=C(\C#N)c3ccccc3)cc2c2cc(/C=C(\C#N)c3ccccc3)ccc21,ClCCl,384,412,NaN,NaN,4.531478917,NaN,NaN,NaN,NaN,449.55562,https://doi.org/10.1016/j.saa.2012.04.090
14457,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3ccccc32)cc1,C1CCCCC1,283,391,NaN,0.09,4.139879086,NaN,NaN,NaN,NaN,356.46356,https://doi.org/10.1016/j.tet.2012.01.093
14458,CCCCCCCCOc1ccc(C2=C(c3ccc(OCCCCCCCC)cc3)C(C)(C)c3ccccc32)cc1,C1CCCCC1,281,390,NaN,0.11,4.64738297,NaN,NaN,NaN,NaN,552.83988,https://doi.org/10.1016/j.tet.2012.01.093
14459,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3cc(OC)ccc32)cc1,C1CCCCC1,296,398,NaN,0.12,3.954242509,NaN,NaN,NaN,NaN,386.48944,https://doi.org/10.1016/j.tet.2012.01.093
14460,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3cc(-c4ccccc4)ccc32)cc1,C1CCCCC1,305,417,NaN,0.06,4.238046103,NaN,NaN,NaN,NaN,432.56132,https://doi.org/10.1016/j.tet.2012.01.093
14461,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3c2ccc2ccccc32)cc1,C1CCCCC1,336,419,NaN,0.11,3.770852012,NaN,NaN,NaN,NaN,406.52344,https://doi.org/10.1016/j.tet.2012.01.093
14462,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3ccc4ccccc4c32)cc1,C1CCCCC1,336,419,NaN,0.11,3.770852012,NaN,NaN,NaN,NaN,406.52344,https://doi.org/10.1016/j.tet.2012.01.093
14463,COc1ccc(C2=C(c3ccc(OC)cc3)C3(c4ccccc42)c2ccccc2-c2ccccc23)cc1,C1CCCCC1,314,437,NaN,0.06,4.271841607,NaN,NaN,NaN,NaN,478.58944,https://doi.org/10.1016/j.tet.2012.01.093
14464,COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3sccc32)cc1,C1CCCCC1,296,433,NaN,0.02,3.84509804,NaN,NaN,NaN,NaN,362.49168,https://doi.org/10.1016/j.tet.2012.01.093
14465,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccccc1-3,C1CCCCC1,388,391,NaN,0.19,3.819543936,NaN,NaN,NaN,NaN,354.44768,https://doi.org/10.1016/j.tet.2012.01.093
14466,CCCCCCCCOc1ccc2c3c(c4ccc(OCCCCCCCC)cc4c2c1)C(C)(C)c1ccccc1-3,C1CCCCC1,388,390,NaN,0.24,3.633468456,NaN,NaN,NaN,NaN,550.824,https://doi.org/10.1016/j.tet.2012.01.093
14467,COc1ccc2c(c1)C(C)(C)c1c-2c2ccc(OC)cc2c2cc(OC)ccc12,C1CCCCC1,394,398,NaN,0.23,3.447158031,NaN,NaN,NaN,NaN,384.47356,https://doi.org/10.1016/j.tet.2012.01.093
14468,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1cc(-c2ccccc2)ccc1-3,C1CCCCC1,389,392,NaN,0.37,3.255272505,NaN,NaN,NaN,NaN,430.54544,https://doi.org/10.1016/j.tet.2012.01.093
14469,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1c-3ccc2ccccc12,C1CCCCC1,391,396,NaN,0.26,3.672097858,NaN,NaN,NaN,NaN,404.50756,https://doi.org/10.1016/j.tet.2012.01.093
14470,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccc2ccccc2c1-3,C1CCCCC1,391,396,NaN,0.26,3.672097858,NaN,NaN,NaN,NaN,404.50756,https://doi.org/10.1016/j.tet.2012.01.093
14471,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,C1CCCCC1,386,389,NaN,0.21,3.380211242,NaN,NaN,NaN,NaN,476.57356,https://doi.org/10.1016/j.tet.2012.01.093
14472,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1sccc1-3,C1CCCCC1,391,402,NaN,0.12,3.230448921,NaN,NaN,NaN,NaN,360.4758,https://doi.org/10.1016/j.tet.2012.01.093
14473,Clc1ccc(-c2nc3ccccc3c3cc4ccccn4c23)s1,CS(C)=O,407,523.5,NaN,0.11,3.954531943,NaN,NaN,NaN,NaN,334.82934,https://doi.org/10.1016/j.ejmech.2018.02.016
14474,Cc1cccn2c1cc1c3ccccc3nc(-c3ccco3)c12,CS(C)=O,400,502,NaN,0.42,4.000434077,NaN,NaN,NaN,NaN,298.34416,https://doi.org/10.1016/j.ejmech.2018.02.016
14475,Brc1ccc2cc3c4ccccc4nc(-c4ccco4)c3n2c1,CS(C)=O,411,487,NaN,0.03,3.969136234,NaN,NaN,NaN,NaN,363.21334,https://doi.org/10.1016/j.ejmech.2018.02.016
14476,c1csc(-c2nc3ccccc3c3cc4ccccn4c23)c1,CS(C)=O,403,508,NaN,0.2,3.99334804,NaN,NaN,NaN,NaN,300.38428,https://doi.org/10.1016/j.ejmech.2018.02.016
14477,Cc1cccn2c1cc1c3ccccc3nc(-c3cccs3)c12,CS(C)=O,398,514,NaN,0.2,4.005695181,NaN,NaN,NaN,NaN,314.41116,https://doi.org/10.1016/j.ejmech.2018.02.016
14478,Cc1cccn2c1cc1c3ccccc3nc(-c3ccc(Cl)o3)c12,CS(C)=O,405,508.5,NaN,0.31,4.020816887,NaN,NaN,NaN,NaN,332.78922,https://doi.org/10.1016/j.ejmech.2018.02.016
14479,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,C1CCOC1,451,523,NaN,0.62,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14480,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CN(C)C=O,452,543,NaN,0.63,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14481,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CC#N,440,546,NaN,0.72,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14482,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CS(C)=O,456,551,NaN,0.61,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14483,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CC(C)O,452,557,NaN,0.58,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14484,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CCO,451,559,NaN,0.49,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14485,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CO,447,565,NaN,0.44,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14486,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,OCC(O)CO,464,567,NaN,0.38,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14487,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,O,460,573,NaN,0.27,NaN,NaN,NaN,NaN,NaN,679.77554,https://doi.org/10.1016/j.tetlet.2011.02.088
14488,O=P1(c2ccccc2)C(c2cccs2)=C(c2cccs2)c2ccccc21,C1CCOC1,368,427,NaN,0.006,NaN,NaN,NaN,NaN,NaN,390.4661,https://doi.org/10.1016/j.jphotochem.2017.08.061
14489,O=P1(c2ccccc2)C(c2ccsc2)=C(c2ccsc2)c2ccccc21,C1CCOC1,355,453,NaN,0.019,NaN,NaN,NaN,NaN,NaN,390.4661,https://doi.org/10.1016/j.jphotochem.2017.08.061
14490,Cc1cc(C2=C(c3cc(C)sc3C)P(=O)(c3ccccc3)c3ccccc32)c(C)s1,C1CCOC1,355,468,NaN,0.03,NaN,NaN,NaN,NaN,NaN,446.57362,https://doi.org/10.1016/j.jphotochem.2017.08.061
14491,O=S1(=O)C(c2cccs2)=C(c2cccs2)c2ccccc21,C1CCOC1,372,432,NaN,0.006,NaN,NaN,NaN,NaN,NaN,330.4514,https://doi.org/10.1016/j.jphotochem.2017.08.061
14492,O=S1(=O)C(c2ccsc2)=C(c2ccsc2)c2ccccc21,C1CCOC1,350,433,NaN,0.005,NaN,NaN,NaN,NaN,NaN,330.4514,https://doi.org/10.1016/j.jphotochem.2017.08.061
14493,Cc1cc(C2=C(c3cc(C)sc3C)S(=O)(=O)c3ccccc32)c(C)s1,C1CCOC1,349,465,NaN,0.016,NaN,NaN,NaN,NaN,NaN,386.55892,https://doi.org/10.1016/j.jphotochem.2017.08.061
14494,O=P1(c2ccccc2)C(c2cccs2)=C(c2cccs2)c2ccccc21,O=P1(c2ccccc2)C(c2cccs2)=C(c2cccs2)c2ccccc21,NaN,521,NaN,0.138,NaN,NaN,NaN,NaN,NaN,390.4661,https://doi.org/10.1016/j.jphotochem.2017.08.061
14495,O=P1(c2ccccc2)C(c2ccsc2)=C(c2ccsc2)c2ccccc21,O=P1(c2ccccc2)C(c2ccsc2)=C(c2ccsc2)c2ccccc21,NaN,468,NaN,0.023,NaN,NaN,NaN,NaN,NaN,390.4661,https://doi.org/10.1016/j.jphotochem.2017.08.061
14496,Cc1cc(C2=C(c3cc(C)sc3C)P(=O)(c3ccccc3)c3ccccc32)c(C)s1,Cc1cc(C2=C(c3cc(C)sc3C)P(=O)(c3ccccc3)c3ccccc32)c(C)s1,NaN,440,NaN,0.012,NaN,NaN,NaN,NaN,NaN,446.57362,https://doi.org/10.1016/j.jphotochem.2017.08.061
14497,O=S1(=O)C(c2cccs2)=C(c2cccs2)c2ccccc21,O=S1(=O)C(c2cccs2)=C(c2cccs2)c2ccccc21,NaN,519,NaN,0.106,NaN,NaN,NaN,NaN,NaN,330.4514,https://doi.org/10.1016/j.jphotochem.2017.08.061
14498,O=S1(=O)C(c2ccsc2)=C(c2ccsc2)c2ccccc21,O=S1(=O)C(c2ccsc2)=C(c2ccsc2)c2ccccc21,NaN,466,NaN,0.092,NaN,NaN,NaN,NaN,NaN,330.4514,https://doi.org/10.1016/j.jphotochem.2017.08.061
14499,Cc1cc(C2=C(c3cc(C)sc3C)S(=O)(=O)c3ccccc32)c(C)s1,Cc1cc(C2=C(c3cc(C)sc3C)S(=O)(=O)c3ccccc32)c(C)s1,NaN,449,NaN,0.009,NaN,NaN,NaN,NaN,NaN,386.55892,https://doi.org/10.1016/j.jphotochem.2017.08.061
14500,CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)cc1,c1ccccc1,420,NaN,NaN,NaN,4.501059262,NaN,NaN,NaN,NaN,432.52556,https://doi.org/10.1016/j.dyepig.2007.05.018
14501,CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)cc1,C1COCCO1,420,NaN,NaN,NaN,4.403120521,NaN,NaN,NaN,NaN,432.52556,https://doi.org/10.1016/j.dyepig.2007.05.018
14502,CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)cc1,ClCCl,420,NaN,NaN,NaN,4.383815366,NaN,NaN,NaN,NaN,432.52556,https://doi.org/10.1016/j.dyepig.2007.05.018
14503,CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)cc1,CC(C)=O,420,NaN,NaN,NaN,4.374748346,NaN,NaN,NaN,NaN,432.52556,https://doi.org/10.1016/j.dyepig.2007.05.018
14504,CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)c(C)c1,C1COCCO1,415,NaN,NaN,NaN,4.399673721,NaN,NaN,NaN,NaN,446.55244,https://doi.org/10.1016/j.dyepig.2007.05.018
14505,COc1ccc(C2=[N+]3C(=Nc4c(C)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,CS(C)=O,656,692,NaN,0.44,NaN,NaN,NaN,78,NaN,433.26468,https://doi.org/10.1016/j.ejmech.2017.04.051
14506,CC1=CC(c2ccc(N(C)C)cc2)=[N+]2C1=Nc1c(C)cc(-c3ccc(N(C)C)cc3)n1[B-]2(F)F,CS(C)=O,774,822,NaN,0.01,NaN,NaN,NaN,107,NaN,459.35032,https://doi.org/10.1016/j.ejmech.2017.04.051
14507,CC1=CC(c2ccc(N(C)C)cc2)=[N+]2C1=Nc1c(C)cc(-c3ccc(N(C)C)cc3)n1[B-]2(F)F,C1CCOC1,744,791,NaN,0.13,NaN,NaN,NaN,94,NaN,459.35032,https://doi.org/10.1016/j.ejmech.2017.04.051
14508,CC1=CC(c2ccc(N(C)C)cc2)=[N+]2C1=Nc1c(C)cc(-c3ccc(N(C)C)cc3)n1[B-]2(F)F,Cc1ccccc1,734,779,NaN,0.21,NaN,NaN,NaN,92,NaN,459.35032,https://doi.org/10.1016/j.ejmech.2017.04.051
14509,CN(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc(O)cc5)cc(-c5ccc(N(C)C)cc5)n4[B-]3(F)F)C(c3ccc(O)cc3)=C2)cc1,CS(C)=O,794,832,NaN,NaN,NaN,NaN,NaN,108,NaN,615.49008,https://doi.org/10.1016/j.ejmech.2017.04.051
14510,CN(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc(O)cc5)cc(-c5ccc(N(C)C)cc5)n4[B-]3(F)F)C(c3ccc(O)cc3)=C2)cc1,C1CCOC1,775,815,NaN,0.04,NaN,NaN,NaN,96,NaN,615.49008,https://doi.org/10.1016/j.ejmech.2017.04.051
14511,CN(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc(O)cc5)cc(-c5ccc(N(C)C)cc5)n4[B-]3(F)F)C(c3ccc(O)cc3)=C2)cc1,Cc1ccccc1,778,813,NaN,0.1,NaN,NaN,NaN,97,NaN,615.49008,https://doi.org/10.1016/j.ejmech.2017.04.051
14512,CN(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc(OCCCCS(=O)(=O)[O-])cc5)cc(-c5ccc(N(C)C)cc5)n4[B-]3(F)F)C(c3ccc(OCCCCS(=O)(=O)[O-])cc3)=C2)cc1,CS(C)=O,786,826,NaN,NaN,NaN,NaN,NaN,103,NaN,885.81524,https://doi.org/10.1016/j.ejmech.2017.04.051
14513,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,CCCCCC,354,393,NaN,NaN,NaN,NaN,2525,NaN,NaN,474.60544,https://doi.org/10.1016/j.saa.2009.08.010
14514,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,ClCCl,360,476,NaN,NaN,NaN,NaN,3314,NaN,NaN,474.60544,https://doi.org/10.1016/j.saa.2009.08.010
14515,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,CC#N,357,489,NaN,NaN,NaN,NaN,3763,NaN,NaN,474.60544,https://doi.org/10.1016/j.saa.2009.08.010
14516,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,CCO,362,505,NaN,NaN,NaN,NaN,3882,NaN,NaN,474.60544,https://doi.org/10.1016/j.saa.2009.08.010
14517,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,CO,359,524,NaN,NaN,NaN,NaN,4257,NaN,NaN,474.60544,https://doi.org/10.1016/j.saa.2009.08.010
14518,Cn1ncc2c3c(C#N)c4c5ccccc5n(C)c4nc3ccc21,CCOC(C)=O,383,478,NaN,0.51,4.963787827,NaN,NaN,NaN,NaN,311.34722,https://doi.org/10.1016/j.saa.2014.10.040
14519,CCn1c2ccccc2c2c(C#N)c3c(ccc4c3cnn4C)nc21,CCOC(C)=O,383,476,NaN,0.45,4.897627091,NaN,NaN,NaN,NaN,325.3741,https://doi.org/10.1016/j.saa.2014.10.040
14520,CCn1ncc2c3c(C#N)c4c5ccccc5n(C)c4nc3ccc21,CCOC(C)=O,383,473,NaN,0.56,4.903089987,NaN,NaN,NaN,NaN,325.3741,https://doi.org/10.1016/j.saa.2014.10.040
14521,CCn1ncc2c3c(C#N)c4c5ccccc5n(CC)c4nc3ccc21,CCOC(C)=O,383,476,NaN,0.6,4.875061263,NaN,NaN,NaN,NaN,339.40098,https://doi.org/10.1016/j.saa.2014.10.040
14522,CN(C)c1ccc(-c2cccc3nsnc23)cc1,ClCCl,NaN,635,NaN,0.47,NaN,NaN,NaN,NaN,NaN,255.34422,https://doi.org/10.1016/j.dyepig.2015.10.014
14523,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2nsnc2c1,ClCCl,NaN,537,NaN,0.68,NaN,NaN,NaN,NaN,NaN,377.4701,https://doi.org/10.1016/j.dyepig.2015.10.014
14524,C(#Cc1cccc2nsnc12)c1ccc(-n2c3ccccc3c3ccccc32)cc1,ClCCl,NaN,538,NaN,0.54,NaN,NaN,NaN,NaN,NaN,401.4921,https://doi.org/10.1016/j.dyepig.2015.10.014
14525,CN(C)c1ccc(-c2cccc3nsnc23)cc1,CN(C)c1ccc(-c2cccc3nsnc23)cc1,NaN,568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255.34422,https://doi.org/10.1016/j.dyepig.2015.10.014
14526,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2nsnc2c1,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2nsnc2c1,NaN,485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,377.4701,https://doi.org/10.1016/j.dyepig.2015.10.014
14527,C(#Cc1cccc2nsnc12)c1ccc(-n2c3ccccc3c3ccccc32)cc1,C(#Cc1cccc2nsnc12)c1ccc(-n2c3ccccc3c3ccccc32)cc1,NaN,505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,401.4921,https://doi.org/10.1016/j.dyepig.2015.10.014
14528,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,ClC(Cl)Cl,530,576,3.74,0.97,4.934498451,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14529,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,ClC(Cl)(Cl)Cl,524,573,3.75,0.97,4.934498451,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14530,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CO,525,569,0.79,0.206,4.929418926,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14531,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CCO,524,569,0.77,0.201,4.968482949,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14532,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CC(C)O,525,572,1.74,0.454,4.84509804,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14533,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CCCCO,525,570,1.85,0.46,4.954242509,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14534,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,C1CCOC1,522,570,1.92,0.508,4.949390007,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14535,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CC(C)=O,519,570,2.9,0.758,4.924279286,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14536,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CCOC(C)=O,519,567,1.34,0.337,5,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14537,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,C1COCCO1,525,572,3.27,0.847,4.875061263,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14538,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CN(C)C=O,524,574,1.69,0.438,4.939519253,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14539,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CS(C)=O,528,580,0.22,0.057,4.939519253,NaN,NaN,NaN,NaN,544.52504,https://doi.org/10.1016/j.jlumin.2012.05.017
14540,CCC1(CC)c2cc(-c3ccc(N(c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)cc3)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,ClC(Cl)Cl,366,431,1.13,0.89,NaN,NaN,NaN,NaN,47,1528.09188,https://doi.org/10.1016/j.dyepig.2017.05.055
14541,CCC1(CC)c2cc(-c3ccc(N(c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)cc3)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,CCC1(CC)c2cc(-c3ccc(N(c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)c4ccc(-c5ccc6c(c5)C(CC)(CC)c5cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc5-6)cc4)cc3)ccc2-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21,373,431,0.72,0.81,NaN,NaN,NaN,NaN,51,1528.09188,https://doi.org/10.1016/j.dyepig.2017.05.055
14542,COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,C1COCCO1,347,428,NaN,0.0073,NaN,NaN,NaN,NaN,NaN,281.27434,https://doi.org/10.1016/j.molliq.2013.03.018
14543,COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CCOC(C)=O,356,442,NaN,0.0185,NaN,NaN,NaN,NaN,NaN,281.27434,https://doi.org/10.1016/j.molliq.2013.03.018
14544,COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CC(C)=O,348,430,NaN,0.0272,NaN,NaN,NaN,NaN,NaN,281.27434,https://doi.org/10.1016/j.molliq.2013.03.018
14545,COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CCO,350,436,NaN,0.0105,NaN,NaN,NaN,NaN,NaN,281.27434,https://doi.org/10.1016/j.molliq.2013.03.018
14546,COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CC#N,359,456,NaN,0.0893,NaN,NaN,NaN,NaN,NaN,281.27434,https://doi.org/10.1016/j.molliq.2013.03.018
14547,COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CO,346,442,NaN,0.0143,NaN,NaN,NaN,NaN,NaN,281.27434,https://doi.org/10.1016/j.molliq.2013.03.018
14548,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,Cc1ccccc1,361,430,NaN,NaN,4.43264866,4237,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
